MAKHACHHANG,PHUONGXA,QUANHUYEN,LOAIDICHVU,LOAIKHACHHANG,SODICHVU,SOLANBAOHONG,SOLANGOIKIEMBAOHONG,SOLANBAOHONGHAILONG,SOLANBAOHONGKHONGHAILONG,KHAOSATLAPMOI,KHAOSATLAPMOIHAILONG,KHAOSATLAPMOIKHONGHAILONG,SOLANCHAMSOC,SOLANTAMNGUNG,SOTHANGSUDUNGDICHVU,GIADICHVU,KHONGPHATSINHLUULUONG,HINHTHUCTHANHTOAN,DIEMTINNHIEM,THANHLY
653928,Phường Lê Bình,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,5,0,72,0
655027,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
655035,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,3,0,5,50000,0,0,72,0
654271,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,1,64,0
658061,Phường Hưng Lợi,NKU,MyTV,0,4,0,0,0,0,1,0,1,0,0,5,81818,0,0,72,0
654645,Phường Thuận Hưng,TNT,MyTV,0,3,0,0,0,0,0,0,0,4,0,5,81818,1,0,72,0
658402,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
646759,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,6,0,72,0
634016,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,56,0
657432,Xã Thạnh Phú,CDO,MyTV,0,3,0,0,0,0,1,0,1,4,0,5,50000,0,0,64,0
589182,Phường An Thới,BTY,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,81818,4,1,72,0
658644,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,60,0
658121,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,0,1,72,0
585188,Phường Thới An Đông,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
585500,Phường An Khánh,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,6,154545,0,0,37,0
659074,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,0,0,0,3,0,5,50000,3,0,72,0
589373,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
589566,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,66,0
590320,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
659005,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,70,0
660209,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,1,0,72,0
585974,Phường Tân An,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,150000,0,0,40,0
589343,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,4,0,6,50000,0,0,72,0
585241,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,81818,0,0,40,0
587429,Phường Thới Bình,NKU,MyTV,0,2,0,0,0,0,1,0,1,1,0,7,81818,1,0,72,0
585587,Phường Hưng Lợi,NKU,Fiber,0,2,1,0,0,0,1,0,1,0,0,7,177272,1,0,40,0
659719,Phường Cái Khế,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,4,81818,0,0,59,0
660025,Xã Trung An,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,1,0,72,0
660867,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
589978,Phường Hưng Lợi,NKU,Fiber,0,7,0,0,0,0,0,0,0,0,0,6,154545,0,0,72,0
610377,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,60,0
610457,Xã Đông Hiệp,CDO,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,81818,6,1,72,0
585267,Phường An Nghiệp,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
587565,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,0,1,72,0
599852,Phường Thuận Hưng,TNT,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,6,0,72,0
588209,Xã Thạnh Tiến,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,0,0,72,0
668864,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,50000,1,0,72,0
663049,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,2,0,72,0
666985,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,36363,0,0,72,0
663156,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,1,0,69,0
670297,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,81818,0,0,72,0
670499,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,57000,0,0,66,0
666454,Phường Xuân Khánh,NKU,MyTV,0,15,0,0,0,0,0,0,0,3,0,3,36363,0,0,72,0
667329,Xã Nhơn ái,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,3,50000,0,0,72,0
664674,Phường Bùi Hữu Nghĩa,BTY,MyTV,1,5,0,0,0,0,1,0,1,1,0,4,50000,0,0,96,0
668528,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,50000,2,0,72,0
664812,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,81818,1,0,72,0
673832,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,1,50000,0,0,70,0
663614,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,1,0,64,0
666635,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,2,0,3,81818,0,0,64,0
667059,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,81818,0,0,72,0
666621,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,2,0,3,81818,0,1,72,0
663434,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,6,0,72,0
668584,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,2,50000,2,0,70,0
667089,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,3,81818,6,0,72,0
665006,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,1,0,72,0
668993,Phường An Hoà,NKU,MyTV,0,3,0,0,0,0,1,0,1,1,0,2,50000,0,0,72,0
664910,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,3,50000,0,0,72,0
663044,Phường Thường Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,1,1,58,0
674147,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,0,81818,0,0,59,0
668446,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,0,0,0,2,0,2,50000,0,0,72,0
662960,Phường Thuận An,TNT,MyTV,0,2,0,0,0,0,0,0,0,3,0,4,50000,1,0,70,0
664531,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,2,1,72,0
673033,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,1,50000,0,0,72,0
666969,Xã Tân Thới,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,81818,1,0,64,0
664289,Phường Long Hoà,BTY,MyTV,0,4,0,0,0,0,1,0,1,0,0,4,50000,3,0,72,0
667796,Xã Nhơn ái,PDN,MyTV,0,3,0,0,0,0,1,0,1,0,0,2,68182,1,0,72,0
664886,Phường Long Hưng,OMN,MyTV,0,3,0,0,0,0,0,0,0,0,0,3,50000,3,0,59,0
663095,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
665379,Phường Trà An,BTY,MyTV,0,3,0,0,0,0,1,0,1,1,0,3,50000,0,0,72,0
663402,Phường Thới Bình,NKU,MyTV,0,2,1,0,0,0,1,0,1,1,0,4,81818,0,1,62,0
664835,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,3,81818,1,0,72,0
665722,Xã Thới Xuân,CDO,MyTV,0,5,0,0,0,0,0,0,0,1,0,3,81818,2,0,72,0
667347,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,3,50000,0,0,72,0
665561,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,3,50000,0,0,72,0
665562,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,2,0,3,50000,0,0,72,0
671898,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,1,50000,0,0,72,0
673896,Phường Trà Nóc,BTY,MyTV,1,19,0,0,0,0,0,0,0,0,0,1,36363,0,0,96,0
669488,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,2,0,64,0
671054,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,50000,0,0,70,0
668434,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,1,0,2,81818,2,0,70,0
663230,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,1,0,66,0
671737,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,2,0,1,50000,0,0,72,0
669744,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,81818,0,0,64,0
671343,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,1,50000,0,0,72,0
674939,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,0,50000,0,0,60,0
669530,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,2,81818,0,0,72,0
673306,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,1,50000,0,1,70,0
662718,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,0,3,0,72,0
667156,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,2,0,3,50000,0,0,72,0
674017,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,1,36363,0,0,70,0
674925,Phường Xuân Khánh,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,0,36363,0,0,72,0
670559,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,2,50000,1,0,72,0
674506,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,0,81818,0,0,72,0
589262,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,81818,2,0,72,0
659191,Xã Tân Thới,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
659602,Xã Trường Long,PDN,MyTV,0,3,0,0,0,0,0,0,0,5,0,4,50000,0,0,72,0
653774,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,0,0,64,0
658689,Phường Hưng Lợi,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658274,Phường An Hoà,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,81818,2,1,72,0
589042,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
659117,Phường Tân Lộc,TNT,MyTV,0,4,0,0,0,0,0,0,0,2,0,4,68182,1,0,72,0
659170,Phường An Phú,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,4,50000,0,0,72,0
589757,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,64,0
659108,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,5,0,72,0
659621,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
589538,Phường Thới Long,OMN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
659995,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,4,50000,0,0,70,0
661003,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,60,0
587320,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,0,0,72,0
588065,Xã Thạnh Tiến,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,0,58,0
660790,Phường An Khánh,NKU,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,50000,0,0,72,0
585483,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,1,64,0
660739,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,1,0,68,0
634034,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
646757,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,1,0,72,0
659318,Phường Thới An,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,1,0,72,0
653929,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
653664,Phường Thuận An,TNT,MyTV,0,4,0,0,0,0,0,0,0,0,0,5,81818,2,0,67,0
634015,TT Thới Lai,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
589715,Xã Tân Thới,PDN,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
589859,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,10,0,66,0
588030,Phường Tân Phú,CRG,MyTV,0,2,1,0,0,0,0,0,0,0,0,7,81818,3,0,70,0
656873,Phường Trà An,BTY,MyTV,0,2,1,0,0,0,1,0,1,0,0,5,50000,0,0,72,0
657099,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,36363,4,1,66,0
587782,Phường An Cư,NKU,MyTV,0,7,0,0,0,0,0,0,0,0,0,7,50000,2,1,72,0
589243,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,1,1,72,0
658643,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
585157,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,7,82000,0,0,40,0
659007,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
653767,Phường An Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,1,0,72,0
659000,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,68182,3,0,62,0
589679,Phường Tân Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,1,0,72,0
589897,Phường Hưng Thạnh,CRG,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
633967,Phường Long Tuyền,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,6,0,72,0
660220,Xã Trường Thắng,TLI,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,0,72,0
658751,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
590064,Phường Bình Thuỷ,BTY,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,2,0,72,0
585890,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,0,0,70,0
588886,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,50000,4,0,66,0
658997,Phường Thới An,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,5,81818,0,0,72,0
589918,TT Thới Lai,TLI,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
587712,Phường Thốt Nốt,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,72,0
589021,Phường Bình Thuỷ,BTY,MyTV,0,4,0,0,0,0,0,0,0,1,0,6,81818,1,0,72,0
659305,Phường Phú Thứ,CRG,MyTV,0,4,0,0,0,0,0,0,0,0,0,4,50000,4,0,72,0
627467,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
588436,Xã Trường Long,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,3,0,59,0
588086,Phường Phước Thới,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,7,50000,1,0,72,0
640728,Phường Long Hoà,BTY,MyTV,0,5,0,0,0,0,0,0,0,1,0,6,50000,2,1,72,0
660239,Phường Thới An Đông,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,2,0,70,0
589406,Phường Thới Hòa,OMN,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,64,0
590126,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,64,0
588187,Phường Long Hưng,OMN,MyTV,0,2,0,0,0,0,1,0,1,1,0,6,50000,0,0,72,0
584873,Phường Hưng Lợi,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,57000,3,0,59,0
661382,Xã Nhơn Nghĩa,PDN,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,0,0,72,0
660600,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,1,1,66,0
583566,Phường Bình Thuỷ,BTY,Fiber,0,2,1,0,0,0,0,0,0,0,0,7,150000,0,0,40,0
655337,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,4,0,5,50000,1,0,70,0
661438,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,1,0,1,0,0,4,50000,0,0,60,0
661603,Xã Thạnh Phú,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,81818,3,0,62,0
587968,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,0,0,69,0
590149,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,64,0
585793,Phường Thuận Hưng,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,0,40,0
661330,Phường Tân An,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,3,0,72,0
588207,Phường Cái Khế,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,6,57000,1,0,72,0
587903,Xã Thới Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,81818,1,0,64,0
595992,Phường An Hoà,NKU,MyTV,0,6,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
653740,Phường Phú Thứ,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,72,0
627395,Phường Trà Nóc,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,1,59,0
589854,TT Cờ Đỏ,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,70,0
656367,Phường Thạnh Hoà,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,50000,0,0,70,0
610475,Xã Xuân Thắng,TLI,MyTV,0,3,0,0,0,0,0,0,0,2,0,6,50000,0,0,72,0
586617,Phường Châu Văn Liêm,OMN,MyTV,0,4,0,0,0,0,1,0,1,1,0,7,81818,0,1,64,0
585497,Phường Ba Láng,CRG,MyTV,0,4,0,0,0,0,0,0,0,0,0,7,50000,2,0,72,0
587413,Phường Hưng Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,7,81818,11,0,72,0
587945,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,7,50000,0,0,72,0
589019,Phường Cái Khế,NKU,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,2,0,72,0
589858,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,70,0
654162,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,0,1,72,0
654183,Phường Thới Hòa,OMN,MyTV,0,2,0,0,0,0,0,0,0,2,0,5,81818,6,0,72,0
587291,Phường Tân Lộc,TNT,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,6,0,66,0
655816,Xã Tân Thạnh,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,1,0,72,0
658565,Xã Giai Xuân,PDN,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,2,0,72,0
588941,Xã Trung Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,60,0
659759,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,4,0,4,50000,3,0,72,0
657948,Xã Giai Xuân,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,57000,0,1,64,0
658099,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,4,1,72,0
657518,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,5,50000,2,0,72,0
657698,Phường An Bình,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,5,50000,1,1,72,0
658031,Phường Phú Thứ,CRG,MyTV,0,3,0,0,0,0,1,0,1,0,0,5,50000,2,0,72,0
659212,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,2,0,4,50000,0,0,72,0
595949,Xã Đông Thuận,TLI,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
610498,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,36363,0,0,59,0
584906,Phường Tân Hưng,TNT,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,0,40,0
589253,Phường Cái Khế,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,6,0,72,0
659149,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,4,50000,0,0,72,0
585314,Phường Xuân Khánh,NKU,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,1,40,0
661337,Phường Long Tuyền,BTY,MyTV,0,3,0,0,0,0,1,0,1,0,0,4,81818,0,1,72,0
585676,Phường Châu Văn Liêm,OMN,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,2,0,40,0
589560,Xã Xuân Thắng,TLI,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
589447,Phường An Hoà,NKU,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,0,1,72,0
584531,Phường An Hoà,NKU,Fiber,1,5,0,0,0,0,0,0,0,0,0,7,209091,0,0,64,0
661333,Phường Long Tuyền,BTY,MyTV,0,3,0,0,0,0,1,0,1,2,0,4,50000,3,0,72,0
590136,Xã Vĩnh Trinh,VTA,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,0,0,72,0
661839,Phường Hưng Phú,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,0,1,72,0
661415,Phường Trà Nóc,BTY,MyTV,0,4,0,0,0,0,1,0,1,0,0,4,50000,0,0,72,0
587258,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,1,40,0
616181,Phường Xuân Khánh,NKU,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,50000,6,0,64,0
589558,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,81818,0,0,70,0
587603,Xã Thạnh Mỹ,VTA,MyTV,0,3,0,0,0,0,0,0,0,1,0,7,81818,1,0,64,0
610435,Xã Thạnh Thắng,VTA,MyTV,0,3,0,0,0,0,0,0,0,1,0,6,50000,1,0,72,0
657742,Phường Hưng Thạnh,CRG,MyTV,0,5,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658652,Xã Thới Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
658060,Xã Nhơn ái,PDN,MyTV,0,2,0,0,0,0,1,0,1,0,0,5,50000,0,1,72,0
585104,Phường Long Tuyền,BTY,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,154545,0,1,40,0
653598,Phường An Khánh,NKU,MyTV,0,4,0,0,0,0,0,0,0,0,0,5,50000,0,0,72,0
660475,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,1,0,1,1,0,4,50000,5,0,72,0
622171,Phường An Cư,NKU,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
657999,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,4,0,70,0
655755,Xã Mỹ Khánh,PDN,MyTV,0,2,0,0,0,0,0,0,0,1,0,5,50000,0,0,72,0
622175,Phường Long Hoà,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,1,0,72,0
587971,Phường An Khánh,NKU,MyTV,0,5,0,0,0,0,0,0,0,0,0,7,81818,5,0,72,0
656377,Phường An Bình,NKU,MyTV,0,4,0,0,0,0,1,0,1,2,0,5,50000,2,1,72,0
592391,Phường Tân Phú,CRG,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,2,0,72,0
589662,Xã Trung Hưng,CDO,MyTV,0,2,0,0,0,0,0,0,0,1,0,6,50000,1,0,70,0
655053,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,1,1,0,0,0,5,50000,1,0,72,0
654640,Phường Thường Thạnh,CRG,MyTV,0,2,0,0,0,0,0,0,0,0,0,5,50000,9,1,72,0
616327,Phường Trung Kiên,TNT,MyTV,0,2,0,0,0,0,0,0,0,2,0,6,81818,2,0,72,0
622140,Phường Ba Láng,CRG,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,72,0
627673,Xã Đông Hiệp,CDO,MyTV,0,3,0,0,0,0,0,0,0,0,0,6,50000,0,0,70,0
592706,Xã Thạnh Quới,VTA,MyTV,0,2,0,0,0,0,0,0,0,3,0,6,36363,8,0,72,0
586062,Phường Trường Lạc,OMN,Fiber,0,2,0,0,0,0,1,0,1,0,0,7,172727,0,0,40,0
627675,Xã Đông Hiệp,CDO,MyTV,0,2,0,0,0,0,0,0,0,0,0,6,50000,0,0,70,0
586702,Phường An Bình,NKU,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,1,1,40,0
585341,Xã Vĩnh Bình,VTA,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,0,0,40,0
654166,Phường Ba Láng,CRG,MyTV,0,2,0,0,0,0,0,0,0,4,0,5,50000,0,0,70,0
585211,Phường Bình Thuỷ,BTY,MyTV,0,2,0,0,0,0,0,0,0,0,0,7,50000,7,0,40,0
